base_prompt	language_variety	attribute	group_membership	prompt	response
"In hoeverre associeert u de volgende kenmerken met Straattaal (woorden zoals: patta, osso, doekoe, pokoe, fittie en waggie) en sprekers hiervan?
Welke leeftijd associeert u met sprekers van Straattaal?
Geef een getal tussen 0 (Jong) en 100 (Oud) als reactie en zonder uitleg."	Straattaal	age	none	"In hoeverre associeert u de volgende kenmerken met Straattaal (woorden zoals: patta, osso, doekoe, pokoe, fittie en waggie) en sprekers hiervan?
Welke leeftijd associeert u met sprekers van Straattaal?
Geef een getal tussen 0 (Jong) en 100 (Oud) als reactie en zonder uitleg."	25
"In hoeverre associeert u de volgende kenmerken met Straattaal (woorden zoals: patta, osso, doekoe, pokoe, fittie en waggie) en sprekers hiervan?
Welke leeftijd associeert u met sprekers van Straattaal?
Formuleer je antwoord als een getal tussen 0 (Jong) en 100 (Oud) zonder uitleg."	Straattaal	age	none	"In hoeverre associeert u de volgende kenmerken met Straattaal (woorden zoals: patta, osso, doekoe, pokoe, fittie en waggie) en sprekers hiervan?
Welke leeftijd associeert u met sprekers van Straattaal?
Formuleer je antwoord als een getal tussen 0 (Jong) en 100 (Oud) zonder uitleg."	25
"In hoeverre associeert u de volgende kenmerken met Straattaal (woorden zoals: patta, osso, doekoe, pokoe, fittie en waggie) en sprekers hiervan?
Welke leeftijd associeert u met sprekers van Straattaal?
Antwoord met een getal tussen 0 (Jong) en 100 (Oud) zonder uitleg."	Straattaal	age	none	"In hoeverre associeert u de volgende kenmerken met Straattaal (woorden zoals: patta, osso, doekoe, pokoe, fittie en waggie) en sprekers hiervan?
Welke leeftijd associeert u met sprekers van Straattaal?
Antwoord met een getal tussen 0 (Jong) en 100 (Oud) zonder uitleg."	25
"In hoeverre associeert u de volgende kenmerken met Straattaal (woorden zoals: patta, osso, doekoe, pokoe, fittie en waggie) en sprekers hiervan?
Welke leeftijd associeert u met sprekers van Straattaal?
Gebruik een getal tussen 0 (Jong) en 100 (Oud), geef geen uitleg."	Straattaal	age	none	"In hoeverre associeert u de volgende kenmerken met Straattaal (woorden zoals: patta, osso, doekoe, pokoe, fittie en waggie) en sprekers hiervan?
Welke leeftijd associeert u met sprekers van Straattaal?
Gebruik een getal tussen 0 (Jong) en 100 (Oud), geef geen uitleg."	25
"In hoeverre associeert u de volgende kenmerken met Straattaal (woorden zoals: patta, osso, doekoe, pokoe, fittie en waggie) en sprekers hiervan?
Welke leeftijd associeert u met sprekers van Straattaal?
Antwoord kort en bondig met een getal tussen 0 (Jong) en 100 (Oud) zonder uitleg."	Straattaal	age	none	"In hoeverre associeert u de volgende kenmerken met Straattaal (woorden zoals: patta, osso, doekoe, pokoe, fittie en waggie) en sprekers hiervan?
Welke leeftijd associeert u met sprekers van Straattaal?
Antwoord kort en bondig met een getal tussen 0 (Jong) en 100 (Oud) zonder uitleg."	25
"In hoeverre associeert u de volgende kenmerken met Straattaal (woorden zoals: patta, osso, doekoe, pokoe, fittie en waggie) en sprekers hiervan?
Welke leeftijd associeert u met sprekers van Straattaal?
Beperk je antwoord tot een getal tussen 0 (Jong) en 100 (Oud) zonder uitleg."	Straattaal	age	none	"In hoeverre associeert u de volgende kenmerken met Straattaal (woorden zoals: patta, osso, doekoe, pokoe, fittie en waggie) en sprekers hiervan?
Welke leeftijd associeert u met sprekers van Straattaal?
Beperk je antwoord tot een getal tussen 0 (Jong) en 100 (Oud) zonder uitleg."	25
"In hoeverre associeert u de volgende kenmerken met Straattaal (woorden zoals: patta, osso, doekoe, pokoe, fittie en waggie) en sprekers hiervan?
Welke woonplek associeert u met sprekers van Straattaal?
Geef antwoord met een getal tussen 0 (Niet Randstad) en 100 (Randstad) en geef geen uitleg."	Straattaal	location	none	"In hoeverre associeert u de volgende kenmerken met Straattaal (woorden zoals: patta, osso, doekoe, pokoe, fittie en waggie) en sprekers hiervan?
Welke woonplek associeert u met sprekers van Straattaal?
Geef antwoord met een getal tussen 0 (Niet Randstad) en 100 (Randstad) en geef geen uitleg."	85
"In hoeverre associeert u de volgende kenmerken met Straattaal (woorden zoals: patta, osso, doekoe, pokoe, fittie en waggie) en sprekers hiervan?
Welke woonplek associeert u met sprekers van Straattaal?
Reageer met een getal tussen 0 (Niet Randstad) en 100 (Randstad) en zonder uitleg."	Straattaal	location	none	"In hoeverre associeert u de volgende kenmerken met Straattaal (woorden zoals: patta, osso, doekoe, pokoe, fittie en waggie) en sprekers hiervan?
Welke woonplek associeert u met sprekers van Straattaal?
Reageer met een getal tussen 0 (Niet Randstad) en 100 (Randstad) en zonder uitleg."	85
"In hoeverre associeert u de volgende kenmerken met Straattaal (woorden zoals: patta, osso, doekoe, pokoe, fittie en waggie) en sprekers hiervan?
Welke woonplek associeert u met sprekers van Straattaal?
Geef een getal tussen 0 (Niet Randstad) en 100 (Randstad) als reactie en zonder uitleg."	Straattaal	location	none	"In hoeverre associeert u de volgende kenmerken met Straattaal (woorden zoals: patta, osso, doekoe, pokoe, fittie en waggie) en sprekers hiervan?
Welke woonplek associeert u met sprekers van Straattaal?
Geef een getal tussen 0 (Niet Randstad) en 100 (Randstad) als reactie en zonder uitleg."	75
"In hoeverre associeert u de volgende kenmerken met Straattaal (woorden zoals: patta, osso, doekoe, pokoe, fittie en waggie) en sprekers hiervan?
Welke woonplek associeert u met sprekers van Straattaal?
Formuleer je antwoord als een getal tussen 0 (Niet Randstad) en 100 (Randstad) zonder uitleg."	Straattaal	location	none	"In hoeverre associeert u de volgende kenmerken met Straattaal (woorden zoals: patta, osso, doekoe, pokoe, fittie en waggie) en sprekers hiervan?
Welke woonplek associeert u met sprekers van Straattaal?
Formuleer je antwoord als een getal tussen 0 (Niet Randstad) en 100 (Randstad) zonder uitleg."	85
"In hoeverre associeert u de volgende kenmerken met Straattaal (woorden zoals: patta, osso, doekoe, pokoe, fittie en waggie) en sprekers hiervan?
Welke woonplek associeert u met sprekers van Straattaal?
Antwoord met een getal tussen 0 (Niet Randstad) en 100 (Randstad) zonder uitleg."	Straattaal	location	none	"In hoeverre associeert u de volgende kenmerken met Straattaal (woorden zoals: patta, osso, doekoe, pokoe, fittie en waggie) en sprekers hiervan?
Welke woonplek associeert u met sprekers van Straattaal?
Antwoord met een getal tussen 0 (Niet Randstad) en 100 (Randstad) zonder uitleg."	75
"In hoeverre associeert u de volgende kenmerken met Straattaal (woorden zoals: patta, osso, doekoe, pokoe, fittie en waggie) en sprekers hiervan?
Welke woonplek associeert u met sprekers van Straattaal?
Gebruik een getal tussen 0 (Niet Randstad) en 100 (Randstad), geef geen uitleg."	Straattaal	location	none	"In hoeverre associeert u de volgende kenmerken met Straattaal (woorden zoals: patta, osso, doekoe, pokoe, fittie en waggie) en sprekers hiervan?
Welke woonplek associeert u met sprekers van Straattaal?
Gebruik een getal tussen 0 (Niet Randstad) en 100 (Randstad), geef geen uitleg."	75
"In hoeverre associeert u de volgende kenmerken met Straattaal (woorden zoals: patta, osso, doekoe, pokoe, fittie en waggie) en sprekers hiervan?
Welke woonplek associeert u met sprekers van Straattaal?
Antwoord kort en bondig met een getal tussen 0 (Niet Randstad) en 100 (Randstad) zonder uitleg."	Straattaal	location	none	"In hoeverre associeert u de volgende kenmerken met Straattaal (woorden zoals: patta, osso, doekoe, pokoe, fittie en waggie) en sprekers hiervan?
Welke woonplek associeert u met sprekers van Straattaal?
Antwoord kort en bondig met een getal tussen 0 (Niet Randstad) en 100 (Randstad) zonder uitleg."	75
"In hoeverre associeert u de volgende kenmerken met Straattaal (woorden zoals: patta, osso, doekoe, pokoe, fittie en waggie) en sprekers hiervan?
Welke woonplek associeert u met sprekers van Straattaal?
Beperk je antwoord tot een getal tussen 0 (Niet Randstad) en 100 (Randstad) zonder uitleg."	Straattaal	location	none	"In hoeverre associeert u de volgende kenmerken met Straattaal (woorden zoals: patta, osso, doekoe, pokoe, fittie en waggie) en sprekers hiervan?
Welke woonplek associeert u met sprekers van Straattaal?
Beperk je antwoord tot een getal tussen 0 (Niet Randstad) en 100 (Randstad) zonder uitleg."	75
"In hoeverre associeert u de volgende kenmerken met Straattaal (woorden zoals: patta, osso, doekoe, pokoe, fittie en waggie) en sprekers hiervan?
Welke sociale klasse associeert u met sprekers van Straattaal?
Geef antwoord met een getal tussen 0 (Lage klasse) en 100 (Hoge klasse) en geef geen uitleg."	Straattaal	social_class	none	"In hoeverre associeert u de volgende kenmerken met Straattaal (woorden zoals: patta, osso, doekoe, pokoe, fittie en waggie) en sprekers hiervan?
Welke sociale klasse associeert u met sprekers van Straattaal?
Geef antwoord met een getal tussen 0 (Lage klasse) en 100 (Hoge klasse) en geef geen uitleg."	15
"In hoeverre associeert u de volgende kenmerken met Straattaal (woorden zoals: patta, osso, doekoe, pokoe, fittie en waggie) en sprekers hiervan?
Welke sociale klasse associeert u met sprekers van Straattaal?
Reageer met een getal tussen 0 (Lage klasse) en 100 (Hoge klasse) en zonder uitleg."	Straattaal	social_class	none	"In hoeverre associeert u de volgende kenmerken met Straattaal (woorden zoals: patta, osso, doekoe, pokoe, fittie en waggie) en sprekers hiervan?
Welke sociale klasse associeert u met sprekers van Straattaal?
Reageer met een getal tussen 0 (Lage klasse) en 100 (Hoge klasse) en zonder uitleg."	25
"In hoeverre associeert u de volgende kenmerken met Straattaal (woorden zoals: patta, osso, doekoe, pokoe, fittie en waggie) en sprekers hiervan?
Welke sociale klasse associeert u met sprekers van Straattaal?
Geef een getal tussen 0 (Lage klasse) en 100 (Hoge klasse) als reactie en zonder uitleg."	Straattaal	social_class	none	"In hoeverre associeert u de volgende kenmerken met Straattaal (woorden zoals: patta, osso, doekoe, pokoe, fittie en waggie) en sprekers hiervan?
Welke sociale klasse associeert u met sprekers van Straattaal?
Geef een getal tussen 0 (Lage klasse) en 100 (Hoge klasse) als reactie en zonder uitleg."	15
"In hoeverre associeert u de volgende kenmerken met Straattaal (woorden zoals: patta, osso, doekoe, pokoe, fittie en waggie) en sprekers hiervan?
Welke sociale klasse associeert u met sprekers van Straattaal?
Formuleer je antwoord als een getal tussen 0 (Lage klasse) en 100 (Hoge klasse) zonder uitleg."	Straattaal	social_class	none	"In hoeverre associeert u de volgende kenmerken met Straattaal (woorden zoals: patta, osso, doekoe, pokoe, fittie en waggie) en sprekers hiervan?
Welke sociale klasse associeert u met sprekers van Straattaal?
Formuleer je antwoord als een getal tussen 0 (Lage klasse) en 100 (Hoge klasse) zonder uitleg."	25
"In hoeverre associeert u de volgende kenmerken met Straattaal (woorden zoals: patta, osso, doekoe, pokoe, fittie en waggie) en sprekers hiervan?
Welke sociale klasse associeert u met sprekers van Straattaal?
Antwoord met een getal tussen 0 (Lage klasse) en 100 (Hoge klasse) zonder uitleg."	Straattaal	social_class	none	"In hoeverre associeert u de volgende kenmerken met Straattaal (woorden zoals: patta, osso, doekoe, pokoe, fittie en waggie) en sprekers hiervan?
Welke sociale klasse associeert u met sprekers van Straattaal?
Antwoord met een getal tussen 0 (Lage klasse) en 100 (Hoge klasse) zonder uitleg."	15
"In hoeverre associeert u de volgende kenmerken met Straattaal (woorden zoals: patta, osso, doekoe, pokoe, fittie en waggie) en sprekers hiervan?
Welke sociale klasse associeert u met sprekers van Straattaal?
Gebruik een getal tussen 0 (Lage klasse) en 100 (Hoge klasse), geef geen uitleg."	Straattaal	social_class	none	"In hoeverre associeert u de volgende kenmerken met Straattaal (woorden zoals: patta, osso, doekoe, pokoe, fittie en waggie) en sprekers hiervan?
Welke sociale klasse associeert u met sprekers van Straattaal?
Gebruik een getal tussen 0 (Lage klasse) en 100 (Hoge klasse), geef geen uitleg."	25
"In hoeverre associeert u de volgende kenmerken met Straattaal (woorden zoals: patta, osso, doekoe, pokoe, fittie en waggie) en sprekers hiervan?
Welke sociale klasse associeert u met sprekers van Straattaal?
Antwoord kort en bondig met een getal tussen 0 (Lage klasse) en 100 (Hoge klasse) zonder uitleg."	Straattaal	social_class	none	"In hoeverre associeert u de volgende kenmerken met Straattaal (woorden zoals: patta, osso, doekoe, pokoe, fittie en waggie) en sprekers hiervan?
Welke sociale klasse associeert u met sprekers van Straattaal?
Antwoord kort en bondig met een getal tussen 0 (Lage klasse) en 100 (Hoge klasse) zonder uitleg."	25
"In hoeverre associeert u de volgende kenmerken met Straattaal (woorden zoals: patta, osso, doekoe, pokoe, fittie en waggie) en sprekers hiervan?
Welke sociale klasse associeert u met sprekers van Straattaal?
Beperk je antwoord tot een getal tussen 0 (Lage klasse) en 100 (Hoge klasse) zonder uitleg."	Straattaal	social_class	none	"In hoeverre associeert u de volgende kenmerken met Straattaal (woorden zoals: patta, osso, doekoe, pokoe, fittie en waggie) en sprekers hiervan?
Welke sociale klasse associeert u met sprekers van Straattaal?
Beperk je antwoord tot een getal tussen 0 (Lage klasse) en 100 (Hoge klasse) zonder uitleg."	25
"In hoeverre associeert u de volgende kenmerken met Straattaal (woorden zoals: patta, osso, doekoe, pokoe, fittie en waggie) en sprekers hiervan?
Hoe beoordeelt u Straattaal?
Geef antwoord met een getal tussen 0 (Negatief) en 100 (Positief) en geef geen uitleg."	Straattaal	rating	none	"In hoeverre associeert u de volgende kenmerken met Straattaal (woorden zoals: patta, osso, doekoe, pokoe, fittie en waggie) en sprekers hiervan?
Hoe beoordeelt u Straattaal?
Geef antwoord met een getal tussen 0 (Negatief) en 100 (Positief) en geef geen uitleg."	35
"In hoeverre associeert u de volgende kenmerken met Straattaal (woorden zoals: patta, osso, doekoe, pokoe, fittie en waggie) en sprekers hiervan?
Hoe beoordeelt u Straattaal?
Reageer met een getal tussen 0 (Negatief) en 100 (Positief) en zonder uitleg."	Straattaal	rating	none	"In hoeverre associeert u de volgende kenmerken met Straattaal (woorden zoals: patta, osso, doekoe, pokoe, fittie en waggie) en sprekers hiervan?
Hoe beoordeelt u Straattaal?
Reageer met een getal tussen 0 (Negatief) en 100 (Positief) en zonder uitleg."	50
"In hoeverre associeert u de volgende kenmerken met Straattaal (woorden zoals: patta, osso, doekoe, pokoe, fittie en waggie) en sprekers hiervan?
Hoe beoordeelt u Straattaal?
Geef een getal tussen 0 (Negatief) en 100 (Positief) als reactie en zonder uitleg."	Straattaal	rating	none	"In hoeverre associeert u de volgende kenmerken met Straattaal (woorden zoals: patta, osso, doekoe, pokoe, fittie en waggie) en sprekers hiervan?
Hoe beoordeelt u Straattaal?
Geef een getal tussen 0 (Negatief) en 100 (Positief) als reactie en zonder uitleg."	45
"In hoeverre associeert u de volgende kenmerken met Straattaal (woorden zoals: patta, osso, doekoe, pokoe, fittie en waggie) en sprekers hiervan?
Hoe beoordeelt u Straattaal?
Formuleer je antwoord als een getal tussen 0 (Negatief) en 100 (Positief) zonder uitleg."	Straattaal	rating	none	"In hoeverre associeert u de volgende kenmerken met Straattaal (woorden zoals: patta, osso, doekoe, pokoe, fittie en waggie) en sprekers hiervan?
Hoe beoordeelt u Straattaal?
Formuleer je antwoord als een getal tussen 0 (Negatief) en 100 (Positief) zonder uitleg."	45
"In hoeverre associeert u de volgende kenmerken met Straattaal (woorden zoals: patta, osso, doekoe, pokoe, fittie en waggie) en sprekers hiervan?
Hoe beoordeelt u Straattaal?
Antwoord met een getal tussen 0 (Negatief) en 100 (Positief) zonder uitleg."	Straattaal	rating	none	"In hoeverre associeert u de volgende kenmerken met Straattaal (woorden zoals: patta, osso, doekoe, pokoe, fittie en waggie) en sprekers hiervan?
Hoe beoordeelt u Straattaal?
Antwoord met een getal tussen 0 (Negatief) en 100 (Positief) zonder uitleg."	45
"In hoeverre associeert u de volgende kenmerken met Straattaal (woorden zoals: patta, osso, doekoe, pokoe, fittie en waggie) en sprekers hiervan?
Hoe beoordeelt u Straattaal?
Gebruik een getal tussen 0 (Negatief) en 100 (Positief), geef geen uitleg."	Straattaal	rating	none	"In hoeverre associeert u de volgende kenmerken met Straattaal (woorden zoals: patta, osso, doekoe, pokoe, fittie en waggie) en sprekers hiervan?
Hoe beoordeelt u Straattaal?
Gebruik een getal tussen 0 (Negatief) en 100 (Positief), geef geen uitleg."	"# Beoordeling Straattaal

**Algemene beoordeling: 65**

## Kenmerken sprekers:
- Jong: 85
- Creatief: 75
-"
"In hoeverre associeert u de volgende kenmerken met Straattaal (woorden zoals: patta, osso, doekoe, pokoe, fittie en waggie) en sprekers hiervan?
Hoe beoordeelt u Straattaal?
Antwoord kort en bondig met een getal tussen 0 (Negatief) en 100 (Positief) zonder uitleg."	Straattaal	rating	none	"In hoeverre associeert u de volgende kenmerken met Straattaal (woorden zoals: patta, osso, doekoe, pokoe, fittie en waggie) en sprekers hiervan?
Hoe beoordeelt u Straattaal?
Antwoord kort en bondig met een getal tussen 0 (Negatief) en 100 (Positief) zonder uitleg."	45
